contract,clause_text,label,predicted_label,confidence,filtered_prediction,low_confidence
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"The term ""Transfer"" shall mean any sale, assignment, gift, pledge, mortgage or any other encumbrance, transfer by bankruptcy, transfer by judicial order, merger, consolidation, share exchange, transfer by operation of law or otherwise, whether direct or indirect, voluntary or involuntary, of this Agreement or any interest in it, or any rights or obligations arising under it, or of any material portion of your assets, or of any interest in you. You (and your shareholders, partners and members) will not directly or indirectly make a Transfer without our prior written consent. We will not withhold our consent to a Transfer, subject to all of the following conditions being satisfied: 1. You are in full compliance with this Agreement, you have no uncured defaults, all your fees, debts and financial obligations to us, our affiliates and the Fund are current, and you are current in your required local advertising expenditures; 2. You execute a written agreement in a form satisfactory to us in which you and your owners covenant to observe all applicable post-term obligations and covenants contained in this Agreement; 3. The proposed transferee enters into a written agreement in a form satisfactory to us assuming and agreeing to discharge all of your obligations and covenants under this Agreement for the remainder of its term or, at our option, execute our then-current standard form of franchise agreement (which",Change Of Control,Change Of Control,0.9202824234962463,Change Of Control,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"The term of this Agreement is for ten (10) years commencing on the date of this Agreement, unless terminated as provided by this Agreement.",Expiration Date,Expiration Date,0.9798380136489868,Expiration Date,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"This Agreement, and your rights and obligations under it, are and shall remain personal to you.",Anti-Assignment,Anti-Assignment,0.9806698560714722,Anti-Assignment,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"This guaranty is personal to you and the obligations and duties imposed in it may not be delegated or assigned; provided, this guaranty shall be binding upon your successors, assigns, estates and personal representatives.",Anti-Assignment,Anti-Assignment,0.9855877161026001,Anti-Assignment,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"Upon expiration or termination of this Agreement, you shall allow our employees or agents to remove the required software from the information system, shall immediately return to us the software, each component thereof, any data generated by the use thereof, all documentation for the software and other materials or information that relate to or reveal the software and its operation.",Post-Termination Services,Post-Termination Services,0.9926161766052246,Post-Termination Services,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"Upon termination or expiration, this Agreement and all rights granted hereunder to you will forthwith terminate, and:",Post-Termination Services,Post-Termination Services,0.9860450625419617,Post-Termination Services,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"Upon the expiration or termination of either the Lease or the Franchise Agreement, Landlord will cooperate with and assist us in gaining possession of premises and if bw-3 does not elect to take an assignment of the Lessee's interest, Lessor will allow bw-3 to enter the Premises, without being guilty of trespass and without incurring any liability to Lessor, to remove all signs, awnings, and all other items identifying the Premises as a Franchised Restaurant and to make such other modifications (such as repainting) as are reasonably necessary to protect the bw-3 marks and system, and to distinguish the Premises from Franchised Restaurants.",Post-Termination Services,Post-Termination Services,0.9903984069824219,Post-Termination Services,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"We also have the right, at any time, to have an independent audit made of your books and records at our expense.",Audit Rights,Audit Rights,0.9955378770828247,Audit Rights,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,We and our affiliated companies shall not engage in catering and delivery services and activities in the Designated Area.,Non-Compete,Non-Compete,0.9761557579040527,Non-Compete,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,We may access the information system in the Franchised Restaurant or from other locations.,Audit Rights,Audit Rights,0.9909746050834656,Audit Rights,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"We or our designated agents have the right at all reasonable times to examine and copy, at our expense, your books, records, and tax returns.",Audit Rights,Audit Rights,0.9954921007156372,Audit Rights,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,We reserve the right to market and sell Menu Items and Trade Secret Food Products on the Internet/World Wide Web.,Competitive Restriction Exception,License Grant,0.9526857137680054,License Grant,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,We shall give you written notice of our election not to renew the franchise at least three (3) months prior to the expiration of the initial or first renewal term of this Agreement.,Notice Period To Terminate Renewal,Notice Period To Terminate Renewal,0.9836546778678894,Notice Period To Terminate Renewal,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,We shall have no obligation to enforce similar covenants against any other System franchisee.,Competitive Restriction Exception,Covenant Not To Sue,0.23492874205112457,LOW_CONFIDENCE,True
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"We shall have the right at all times to access the information system and to retrieve, analyze, download and use all software, data and files stored or used on the information system.",Audit Rights,Audit Rights,0.992190420627594,Audit Rights,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,We will be named an additional insured in such policy or policies.,Insurance,Insurance,0.99647057056427,Insurance,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"We will have the right (but not the duty), to be exercised by notice of intent to do so within sixty (60) days after termination or expiration, to purchase for cash any or all assets of the Franchised Restaurant, including leasehold improvements, equipment, supplies, and other inventory, advertising materials, and all items bearing the Marks, at your cost or fair market value, whichever is less.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9741344451904297,Rofr/Rofo/Rofn,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"We will have the right to observe the manner in which you are rendering your services and conducting your operations, to confer with your employees and customers, and to select Menu Items, ingredients, food and",Audit Rights,Audit Rights,0.9955527186393738,Audit Rights,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"Within ninety (90) days of our receipt of your notice to renew, we will furnish you with written notice of: (i) reasons which could cause us not to grant a renewal to you including but not limited to any deficiencies which require correction and a schedule for correction by you; and (ii) our then-current requirements relating to the image, appearance, decoration, furnishing, equipping and stocking of Buffalo Wild Wings businesses, and a schedule for effecting upgrading or modifications in order to bring the Franchised Restaurant in compliance, as a condition of renewal. Renewal of the franchise shall be conditioned upon your compliance with such requirements and continued compliance with all the terms and conditions of this Agreement up to the date of termination of the initial term.",Renewal Term,Renewal Term,0.6841152906417847,Renewal Term,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"You (and your shareholders, partners and members) will not directly or indirectly make a Transfer without our prior written consent.",Anti-Assignment,Change Of Control,0.7770091891288757,Change Of Control,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"You agree that from and after the date hereof, you will not solicit, entice, induce to leave employment or hire directly or indirectly, any person who has been employed by us or by our affiliates or franchisees within the previous twelve (12) month period.",No-Solicit Of Employees,No-Solicit Of Employees,0.993550181388855,No-Solicit Of Employees,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,You agree that we have the right to use your data as part of our earnings claim in our Franchise Offering Circular.,License Grant,License Grant,0.9722840189933777,License Grant,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"You agree that you will not, at any time directly or indirectly challenge or contest the validity of, or take any action to jeopardize our rights in or ownership of, any of the Marks or any registration of a Mark or any copyrighted work.",Covenant Not To Sue,Covenant Not To Sue,0.9934076070785522,Covenant Not To Sue,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"You agree to deliver to us prior to opening and periodically at any time upon our request, proper certificate evidencing the existence of the insurance coverage which names us as a named insured.",Insurance,Insurance,0.9967617988586426,Insurance,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"You covenant that during the term of this Agreement, except as otherwise approved in writing by us, you will not, either directly or indirectly, for yourself, or through, on behalf of, or in conjunction with any person, persons, partnership, corporation or company:",No-Solicit Of Employees,No-Solicit Of Customers,0.9764599204063416,No-Solicit Of Customers,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"You covenant that during the term of this Agreement, except as otherwise approved in writing by us, you will not, either directly or indirectly, for yourself, or through, on behalf of, or in conjunction with any person, persons, partnership, corporation or company: 1. Divert or attempt to divert any business or customer of the Franchised Restaurant to any competitor, by direct or indirect inducement or otherwise, or do or perform, directly or indirectly, any other act injurious or prejudicial to the goodwill associated with the Marks or the System.",No-Solicit Of Customers,No-Solicit Of Customers,0.9878907203674316,No-Solicit Of Customers,False
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,You do not have any right to sublicense or subfranchise others within or outside of the Designated Area and do not have the right to operate more than one (1) Franchised Restaurant within the Designated Area.,Non-Transferable License,Non-Transferable License,0.7943394184112549,Non-Transferable License,False
